rank,id,title,rating,rating_count,comprehensive_score,kind,url,source_doulist_ids,source_doulists,crawled_at
7466,35874151,难哄,5.4,183569,35.149003,电视剧,https://movie.douban.com/subject/35874151/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
7467,24155408,少年不知何处去 El camino,8.5,350,35.147599,电影,https://movie.douban.com/subject/24155408/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7468,2284416,霍元甲,6.9,2941,35.140622,港剧,https://movie.douban.com/subject/2284416/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7469,3419000,廉政行动2009,6.9,2940,35.139125,港剧,https://movie.douban.com/subject/3419000/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7470,26298046,拆局专家 拆局專家,6.6,5240,35.112715,港剧,https://movie.douban.com/subject/26298046/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7471,2065448,双簧管的回音 O Toque do Oboé,8.4,384,35.108791,电影,https://movie.douban.com/subject/2065448/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7472,4848097,点解阿Sir系阿Sir 點解阿Sir係阿Sir,6.4,8080,35.088874,港剧,https://movie.douban.com/subject/4848097/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7473,2349359,大团圆 大團圓,7.8,750,35.086388,电影,https://movie.douban.com/subject/2349359/,16163,容易忽视的国产电影,2026-08-09T16:52:13+08:00
7474,36404111,正当防卫,6.0,22423,35.062449,悬疑剧,https://movie.douban.com/subject/36404111/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7475,3057467,银楼金粉 銀樓金粉,6.7,4213,35.052907,港剧,https://movie.douban.com/subject/3057467/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7476,6900129,卜案,7.4,1276,35.042279,悬疑剧,https://movie.douban.com/subject/6900129/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7477,7005131,女警爱作战 女警愛作戰,6.5,6372,35.038675,港剧,https://movie.douban.com/subject/7005131/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7478,3330145,美麗高解像,6.6,5143,35.036107,港剧,https://movie.douban.com/subject/3330145/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7479,10771218,恋爱季节 戀愛季節,6.5,6367,35.035535,港剧,https://movie.douban.com/subject/10771218/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7480,4032011,心缘 Le temps d'un éclair,8.5,342,35.008864,电影,https://movie.douban.com/subject/4032011/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7481,2371909,活着爱着乐着,7.4,1260,34.980448,电影,https://movie.douban.com/subject/2371909/,16163,容易忽视的国产电影,2026-08-09T16:52:13+08:00
7482,2299385,无业楼民,7.1,1993,34.948023,港剧,https://movie.douban.com/subject/2299385/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7483,1854041,风景 Krajinka,8.1,512,34.934618,电影,https://movie.douban.com/subject/1854041/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7484,1432494,给坏小子的歌 Song for a raggy boy,8.0,573,34.929871,电影,https://movie.douban.com/subject/1432494/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7485,2052182,我自己的德意志,7.4,1243,34.913887,电影,https://movie.douban.com/subject/2052182/,16163,容易忽视的国产电影,2026-08-09T16:52:13+08:00
7486,2245491,森之爱情 森之愛情,7.0,2322,34.875829,港剧,https://movie.douban.com/subject/2245491/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7487,3274441,大海的孩子 Tadpole and the Whale,8.6,304,34.873869,电影,https://movie.douban.com/subject/3274441/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7488,25698269,八卦神探,6.4,7599,34.849511,港剧,https://movie.douban.com/subject/25698269/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7489,11632421,断桥,8.2,452,34.847988,悬疑剧,https://movie.douban.com/subject/11632421/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7490,1465953,祈祷 Мольба,8.1,501,34.812994,电影,https://movie.douban.com/subject/1465953/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7491,10590758,赏金猎人,6.9,2725,34.804984,悬疑剧,https://movie.douban.com/subject/10590758/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7492,1907133,关于雷恩的二三事 Alter Egos,8.5,330,34.794556,短片,https://movie.douban.com/subject/1907133/,11192,豆瓣高分短片（评价人数少于1000）,2026-08-09T16:52:13+08:00
7493,2374431,奇普里安·波隆贝斯库 Ciprian Porumbescu,8.0,559,34.793822,电影,https://movie.douban.com/subject/2374431/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7494,7067700,大西洋号角 Tuba Atlantic,8.4,364,34.793208,短片,https://movie.douban.com/subject/7067700/,11192,豆瓣高分短片（评价人数少于1000）,2026-08-09T16:52:13+08:00
7495,3243804,烈焰焚树 Konopielka,7.7,804,34.785916,电影,https://movie.douban.com/subject/3243804/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7496,3175456,魂断楼兰,7.5,1045,34.758861,悬疑剧,https://movie.douban.com/subject/3175456/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7497,2279832,烽火奇遇结良缘 烽火奇遇結良緣,6.6,4805,34.757391,港剧,https://movie.douban.com/subject/2279832/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7498,6724677,秘杀名单,7.0,2249,34.732084,悬疑剧,https://movie.douban.com/subject/6724677/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7499,26743573,欢乐颂2,5.4,158319,34.719865,电视剧,https://movie.douban.com/subject/26743573/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
7500,24526829,猫屎妈妈 貓屎媽媽,6.5,5854,34.699522,港剧,https://movie.douban.com/subject/24526829/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7501,36903176,紧急审讯室5 緊急取調室 5th Season,7.4,1189,34.696253,日剧,https://movie.douban.com/subject/36903176/,156283469,豆瓣高分日剧,2026-08-09T16:52:13+08:00
7502,2988192,伙头智多星 伙頭智多星,6.9,2658,34.695449,港剧,https://movie.douban.com/subject/2988192/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7503,35483086,最后一支舞 Last Dance,7.9,617,34.694293,电影,https://movie.douban.com/subject/35483086/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
7504,1908456,心花放,6.6,4726,34.689421,港剧,https://movie.douban.com/subject/1908456/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7505,5912994,誓言今生,6.9,2652,34.685505,悬疑剧,https://movie.douban.com/subject/5912994/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7506,2278776,安娜·卡拉马佐夫 Анна Карамазофф,8.1,487,34.654279,电影,https://movie.douban.com/subject/2278776/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7507,1918318,调音 Strojenie Instrumentów,8.1,487,34.654279,短片,https://movie.douban.com/subject/1918318/,11192,豆瓣高分短片（评价人数少于1000）,2026-08-09T16:52:13+08:00
7508,25741347,再战明天 再戰明天,6.6,4668,34.638793,港剧,https://movie.douban.com/subject/25741347/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7509,1298398,火焰山来的鼓手,7.9,605,34.588234,电影,https://movie.douban.com/subject/1298398/,16163 / 249029,容易忽视的国产电影 / 豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7510,1906413,覆雨翻云 覆雨翻雲,6.6,4588,34.567918,港剧,https://movie.douban.com/subject/1906413/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7511,1439858,情欲与虐杀 エロス+虐殺,7.5,1005,34.563714,电影,https://movie.douban.com/subject/1439858/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7512,2157009,背信者与流浪汉 Zbehovia a pútnici,7.8,679,34.559292,电影,https://movie.douban.com/subject/2157009/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7513,34982441,陀枪师姐2021 陀槍師姐2021,6.2,11361,34.550384,港剧,https://movie.douban.com/subject/34982441/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7514,3733885,迪亚巴克尔的孩子 Min Dît - Die Kinder von Diyarbakir,8.5,316,34.534453,电影,https://movie.douban.com/subject/3733885/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7515,4287159,远离罪恶,8.3,385,34.528811,悬疑剧,https://movie.douban.com/subject/4287159/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7516,3025331,下一站彩虹,6.8,3065,34.519552,港剧,https://movie.douban.com/subject/3025331/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7517,1916644,阿喀琉斯 Achilles,8.1,473,34.490934,短片,https://movie.douban.com/subject/1916644/,11192,豆瓣高分短片（评价人数少于1000）,2026-08-09T16:52:13+08:00
7518,35498643,富贵千团,7.4,1136,34.472816,港剧,https://movie.douban.com/subject/35498643/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7519,3224324,只是一个梦 Just a Dream,8.4,344,34.459786,电影,https://movie.douban.com/subject/3224324/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7520,35358440,十八年后的终极告白2.0 十八年後的終極告白2.0,6.6,4437,34.430708,港剧,https://movie.douban.com/subject/35358440/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7521,1302282,学校2 学校II,7.9,587,34.425134,电影,https://movie.douban.com/subject/1302282/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7522,3332551,画舫风云 蒲松龄,6.6,4416,34.411257,港剧,https://movie.douban.com/subject/3332551/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7523,2338188,追梦的人 Simon les nuages,8.4,341,34.408107,电影,https://movie.douban.com/subject/2338188/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7524,1307665,极光下 オーロラの下で,8.1,463,34.371272,电影,https://movie.douban.com/subject/1307665/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7525,2024095,东方之珠 東方之珠,6.7,3570,34.357348,港剧,https://movie.douban.com/subject/2024095/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7526,3123961,破冰,7.8,652,34.344236,电影,https://movie.douban.com/subject/3123961/,16163,容易忽视的国产电影,2026-08-09T16:52:13+08:00
7527,1307391,士兵之父 ჯარისკაცის მამა,8.0,515,34.342918,电影,https://movie.douban.com/subject/1307391/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7528,3272192,最后的99天,7.1,1739,34.320901,悬疑剧,https://movie.douban.com/subject/3272192/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7529,3426894,老公万岁 老公萬歲,6.8,2896,34.275669,港剧,https://movie.douban.com/subject/3426894/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7530,26413293,大秦赋,5.4,135484,34.268166,电视剧,https://movie.douban.com/subject/26413293/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
7531,1303133,赤色天使 赤い天使,7.3,1252,34.235988,电影,https://movie.douban.com/subject/1303133/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7532,35005378,菲律宾暴力史 Servando Magdamag,8.2,404,34.208065,电影,https://movie.douban.com/subject/35005378/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
7533,11519235,我的小世界,7.8,635,34.204212,短片,https://movie.douban.com/subject/11519235/,11192,豆瓣高分短片（评价人数少于1000）,2026-08-09T16:52:13+08:00
7534,26715475,火线下的江湖大佬 火線下的江湖大佬,7.1,1679,34.159387,港剧,https://movie.douban.com/subject/26715475/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7535,4845399,迅雷急先锋,8.2,400,34.151348,悬疑剧,https://movie.douban.com/subject/4845399/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7536,3543679,一磅肉,8.4,325,34.124569,电影,https://movie.douban.com/subject/3543679/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7537,19973423,神枪狙击 神鎗狙擊,6.1,13058,34.117763,港剧,https://movie.douban.com/subject/19973423/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7538,1294682,仲夏夜之梦 Sen noci svatojánské,7.8,624,34.111597,动画电影,https://movie.douban.com/subject/1294682/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
7539,4189640,奥斯卡与玫瑰夫人 Oscar et la dame rose,8.1,442,34.111335,电影,https://movie.douban.com/subject/4189640/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7540,1886458,恐怖故事 Krvavý román,8.0,490,34.06923,电影,https://movie.douban.com/subject/1886458/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7541,2342570,血色迷雾,6.8,2755,34.061043,悬疑剧,https://movie.douban.com/subject/2342570/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7542,2278780,狂喜 Arrebato,7.6,791,34.03382,电影,https://movie.douban.com/subject/2278780/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7543,1938590,下一个 Next,8.4,317,33.97752,短片,https://movie.douban.com/subject/1938590/,11192,豆瓣高分短片（评价人数少于1000）,2026-08-09T16:52:13+08:00
7544,4154621,烈驹 はね駒,8.9,201,33.941151,日剧,https://movie.douban.com/subject/4154621/,156283469,豆瓣高分日剧,2026-08-09T16:52:13+08:00
7545,36449298,刑侦12,6.2,9629,33.938378,港剧,https://movie.douban.com/subject/36449298/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7546,1548241,The Work of Director Spike Jonze,8.6,260,33.920158,短片,https://movie.douban.com/subject/1548241/,11192,豆瓣高分短片（评价人数少于1000）,2026-08-09T16:52:13+08:00
7547,3332543,ID精英,6.5,4805,33.909649,港剧,https://movie.douban.com/subject/3332543/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7548,1758590,哈瓦那的吸血鬼 Vampiros en La Habana!,7.9,533,33.904016,动画电影,https://movie.douban.com/subject/1758590/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
7549,25719350,新抱喜相逢,6.8,2654,33.90044,港剧,https://movie.douban.com/subject/25719350/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7550,19976050,食为奴 食為奴,6.4,5931,33.882998,港剧,https://movie.douban.com/subject/19976050/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7551,25758713,猜拳,7.5,876,33.87683,悬疑剧,https://movie.douban.com/subject/25758713/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7552,2141776,师奶兵团 師奶兵團,6.6,3873,33.873317,港剧,https://movie.douban.com/subject/2141776/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7553,26638502,卧底归来,6.3,7423,33.866887,悬疑剧,https://movie.douban.com/subject/26638502/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7554,26746408,机器肉鸡 第七季 Robot Chicken Season 7,8.8,216,33.864254,电视剧,https://movie.douban.com/subject/26746408/,644440,9分电视剧,2026-08-09T16:52:13+08:00
7555,3118115,识法代言人 識法代言人,6.8,2631,33.863013,港剧,https://movie.douban.com/subject/3118115/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7556,1296487,雨天下的迎神会 Seance on a Wet Afternoon,7.6,764,33.856696,电影,https://movie.douban.com/subject/1296487/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7557,26716191,乘胜狙击 乘勝狙擊,6.4,5882,33.850643,港剧,https://movie.douban.com/subject/26716191/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7558,6781990,金枝欲孽2 金枝慾孽貳,6.1,12098,33.842864,港剧,https://movie.douban.com/subject/6781990/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7559,2020140,母子情深 אדמה משוגעת,8.0,468,33.816576,电影,https://movie.douban.com/subject/2020140/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7560,36678419,漂白,5.3,175842,33.816555,电视剧,https://movie.douban.com/subject/36678419/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
7561,35970254,瓦莱里娅要结婚了 ולריה מתחתנת,7.4,990,33.798754,电影,https://movie.douban.com/subject/35970254/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
7562,1292877,与爱何干 What's Love Got to Do with It,8.0,466,33.793021,电影,https://movie.douban.com/subject/1292877/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7563,3197781,血玲珑,7.4,985,33.773944,悬疑剧,https://movie.douban.com/subject/3197781/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7564,3783966,三周跳 트리플,7.5,858,33.77302,电视剧,https://movie.douban.com/subject/3783966/,172901,豆瓣五星电视剧（1/2）,2026-08-09T16:52:13+08:00
7565,2039358,我心狂野 Dil To Pagal Hai,7.9,515,33.718501,电影,https://movie.douban.com/subject/2039358/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7566,6778674,东西宫略 東西宮略,6.4,5656,33.697842,港剧,https://movie.douban.com/subject/6778674/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7567,30273083,面具,8.1,409,33.676805,悬疑剧,https://movie.douban.com/subject/30273083/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7568,1484148,爱的小夜曲 Love Serenade,7.7,644,33.632033,电影,https://movie.douban.com/subject/1484148/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7569,2130556,黑血 Dark Blood,7.6,730,33.624527,电影,https://movie.douban.com/subject/2130556/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7570,34881068,非凡三侠,6.4,5549,33.623355,港剧,https://movie.douban.com/subject/34881068/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7571,4294066,复仇女之罪爱,8.1,405,33.621768,悬疑剧,https://movie.douban.com/subject/4294066/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7572,1756409,宝琳和宝莱特 Pauline & Paulette,8.4,298,33.612852,电影,https://movie.douban.com/subject/1756409/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7573,2297137,中国妈妈,8.3,328,33.599479,电影,https://movie.douban.com/subject/2297137/,16163,容易忽视的国产电影,2026-08-09T16:52:13+08:00
7574,30313647,女心理师,5.2,252403,33.584712,电视剧,https://movie.douban.com/subject/30313647/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
7575,1757936,天使报喜 Angyali üdvözlet,7.7,637,33.575202,电影,https://movie.douban.com/subject/1757936/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7576,26993065,果栏中的江湖大嫂 果欄中的江湖大嫂,6.7,2944,33.547603,港剧,https://movie.douban.com/subject/26993065/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7577,2365076,血荐轩辕 血薦軒轅,6.8,2437,33.533649,港剧,https://movie.douban.com/subject/2365076/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7578,1773940,布宜诺斯艾利斯1977 Crónica de una fuga,7.8,558,33.519103,电影,https://movie.douban.com/subject/1773940/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7579,1297388,无语问苍天 Johnny Got His Gun,7.8,557,33.509596,电影,https://movie.douban.com/subject/1297388/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7580,26900325,老表，毕业啦！ 老表，畢業喇！,6.7,2915,33.506025,港剧,https://movie.douban.com/subject/26900325/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7581,1521941,借来的情感 Borrowed Hearts,7.8,556,33.500072,电影,https://movie.douban.com/subject/1521941/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7582,2278792,植物园的狂欢 Slávnost v botanickej záhrade,7.3,1067,33.46851,电影,https://movie.douban.com/subject/2278792/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7583,26235529,鬼同你OT,6.4,5321,33.459724,港剧,https://movie.douban.com/subject/26235529/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7584,6801450,断刺,6.8,2380,33.43188,悬疑剧,https://movie.douban.com/subject/6801450/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7585,4050408,没有审查机构的审查 Zabranjeni bez zabrane,8.0,435,33.414403,纪录片,https://movie.douban.com/subject/4050408/,480634,豆瓣高分纪录片/其它（2/2）,2026-08-09T16:52:13+08:00
7586,1294471,真爱赤子情 Digging to China,8.0,435,33.414403,电影,https://movie.douban.com/subject/1294471/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7587,36990089,小圆26岁，在做实习医生！ まどか26歳、研修医やってます！,7.3,1053,33.405113,日剧,https://movie.douban.com/subject/36990089/,156283469,豆瓣高分日剧,2026-08-09T16:52:13+08:00
7588,1308849,森林鲁滨逊 RRRrrrr!!!,7.6,692,33.351888,电影,https://movie.douban.com/subject/1308849/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7589,2027967,无仁义之城 Ghosts of Cité Soleil,8.4,284,33.328948,纪录片,https://movie.douban.com/subject/2027967/,480634,豆瓣高分纪录片/其它（2/2）,2026-08-09T16:52:13+08:00
7590,3190181,干渴之泉 Родник для жаждущих,7.9,476,33.293256,电影,https://movie.douban.com/subject/3190181/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7591,1306288,不同的事 O něčem jiném,7.6,683,33.285124,电影,https://movie.douban.com/subject/1306288/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7592,2997401,侦探成旭之龙城岁月,7.5,778,33.283633,悬疑剧,https://movie.douban.com/subject/2997401/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7593,2074039,肥田喜事 肥田囍事,6.3,6366,33.283161,港剧,https://movie.douban.com/subject/2074039/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7594,37514092,影中的她们 シャドウワーク,7.5,774,33.257859,日剧,https://movie.douban.com/subject/37514092/,156283469,豆瓣高分日剧,2026-08-09T16:52:13+08:00
7595,34907076,那年夏天的秘密,6.5,4058,33.233782,悬疑剧,https://movie.douban.com/subject/34907076/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7596,3092333,狐步谍影,7.7,595,33.220519,悬疑剧,https://movie.douban.com/subject/3092333/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7597,1306394,同住一屋 Roommates,8.0,414,33.142263,电影,https://movie.douban.com/subject/1306394/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7598,30163761,多功能老婆,6.4,4880,33.122312,港剧,https://movie.douban.com/subject/30163761/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7599,3118108,御用闲人,6.3,6096,33.118475,港剧,https://movie.douban.com/subject/3118108/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7600,36093334,金关,6.4,4843,33.09263,悬疑剧,https://movie.douban.com/subject/36093334/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7601,27088995,一千零一夜,5.3,135586,33.088612,电视剧,https://movie.douban.com/subject/27088995/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
7602,2287751,鸭寮街的金蛋 翻新大少,6.7,2631,33.075501,港剧,https://movie.douban.com/subject/2287751/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7603,5250348,花花世界花家姐,6.1,9775,33.0753,港剧,https://movie.douban.com/subject/5250348/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7604,1296598,战争安魂曲 War Requiem,7.4,852,33.063174,电影,https://movie.douban.com/subject/1296598/,249029,豆瓣冷门佳片 8.4-8.0分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7605,2301035,智勇新警界,6.8,2168,33.03071,港剧,https://movie.douban.com/subject/2301035/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7606,26435709,纯熟意外 純熟意外,6.5,3850,33.023314,港剧,https://movie.douban.com/subject/26435709/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7607,3770224,移花接木 Fliegenpflicht für Quadratköpfe,8.6,224,33.011041,短片,https://movie.douban.com/subject/3770224/,11192,豆瓣高分短片（评价人数少于1000）,2026-08-09T16:52:13+08:00
7608,26274184,收规华 收規華,6.8,2142,32.97883,港剧,https://movie.douban.com/subject/26274184/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7609,3546028,51号兵站,7.4,837,32.976138,悬疑剧,https://movie.douban.com/subject/3546028/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7610,10581391,急诊室的故事 第八季 ER Season 8,8.8,187,32.955984,电视剧,https://movie.douban.com/subject/10581391/,644440,9分电视剧,2026-08-09T16:52:13+08:00
7611,1962320,芝加哥10 Chicago 10,8.4,263,32.875709,动画电影,https://movie.douban.com/subject/1962320/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
7612,2074053,爱情全保 愛情全保,6.6,3028,32.864196,港剧,https://movie.douban.com/subject/2074053/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
7613,6534070,蝴蝶行动,7.3,939,32.855114,悬疑剧,https://movie.douban.com/subject/6534070/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
7614,1916339,芬尼根守灵夜 Finnegans Wake,8.2,317,32.82574,电影,https://movie.douban.com/subject/1916339/,13922,豆瓣冷门佳片 10-8.5分（评价人数少于5000）,2026-08-09T16:52:13+08:00
7615,26279136,后宫那些事儿第一季,7.7,551,32.821021,悬疑剧,https://movie.douban.com/subject/26279136/,137843346,豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
